sentence,emotion
Tuvaletlerin kötü kokusu.,disgust
İyi niyetimin suistimal edilmesine kızarım.,anger
Böceklerden.,disgust
Batı özentisi olan  ve kendi özünü unutan insanlar beni üzüyor.,sadness
aileden birinin hastalanması,sadness
Kadının beklemesi gereken süre kanunda bekleme süresi olarak adlandırılmaktadır .,neutral
Tunç kafiye için farklı isimler de kullanılmaktadır .,neutral
Sevmediğim şeylerin yapılması.,anger
Kaybetmeyi sevmeyen birisi olarak basketbolda iyi performans sergilediğim zaman mutlu olurum.,happiness
Sınavların olduğu günler.,fear
Sınav öncesi.,fear
Sempatik tavırlarıyla kısa sürede Trabzon halkının sevgisini kazanmayı bildi .,neutral
"korku filmi izledim, etkisinde kaldım, sabaha kadar korkunç rüyalar gördüm.",fear
Liseler arası futbol turnuvasında birinci olduğumuzda mutlu olmuştum.,happiness
Yemek yerken ağızdan ses çıkaran insanlardan.,disgust
Sevmediğim bir yemeği yediğim zaman.,disgust
Taylor grubu takip etmeye ve şarkıları üzerinde çalışmaya devam etti .,neutral
Bu bölümde dalga hareketlerini matematiksel incelemesi ilgi çekmiştir .,neutral
arılardan korkuyorum,fear
Ülkemin geleceği konusunda korkuyorum.,fear
Sevgilimin bir sebep yokken benden ayrılması.,sadness
Tuzlu suya sahip olması nedeniyle Tekel İşletmesi tarafından tuz işletmeleri açılmıştır .,neutral
Tatil olduğunda mutlu olurum.,happiness
Arabayı kazanın olacağını düşündüğü yolun önüne sürer ve birçok kişi yoldan çıkamaz .,neutral
Lisede ilk derse girdiğim zaman öğretmenlerim ve arkadaşlarım puanlarımızın düşeceğinden bahsetti ve ben ister istemez biraz korktum.,fear
domatesin içinde kurt görünce çok tiksindim.,disgust
Haklı olduğum konuda haksız duruma düşünce öfkelenirim.,anger
Birinin bana emretmesi.,anger
Kesilen hayvanların bağırsaklarından çıkan dışkıdan tiksinirim.,disgust
Yemeğimden kıl çıkması.,disgust
Otobüslerde pis kokan insanlar.,disgust
Alışveriş yaptığım zaman mutlu oluyorum.,happiness
bu yıl burayı kazandığımda çok sevinmiştim ama geldiğimde hüzünlendim.,sadness
Kış güneşini hissettiğim zamanlar.,happiness
Küçük şeylerle bile mutlu olurum.,happiness
Abim beni korkutunca korkarım.,fear
Hayatın zor olması.,fear
İkili sorunların üstesinden gelmek için yolculuğa çıkarlar .,neutral
vefat eden dayımı düşününce kahroldum,sadness
Toplum içince pis gezen insanlar.,disgust
Bugüne kadar senato seçimleri parlamentonun alt kanadının seçimleriyle aynı zamanda yapıldı .,neutral
ayağımın altına sakız yapıştığında iğrenmiştim,disgust
Ardından biralar birkaç yıl süren olgunlaşma işlemiyle baş başa bırakılır .,neutral
Komşunun sorumsuzluğu sebebiyle yaşadığımız sorun yüzünden çok sinirlenmiştim.,anger
Oyun sonundan önce bu kural uyarınca berabere biten oyunların sayısı çok azdır .,neutral
Adaletsizliğe öfkeleniyorum.,anger
Kütahya'ya muazzam bir terminal yapıldığında çok öfkelendim. Hatta kendime zarar verdim.,anger
Arkadaşlarımın beni dinlemeyip anlamak istememesi kendilerini haklı görmesi.,anger
Hamam böceklerinden.,disgust
Bunların yanı sıra kitap ve müzik yayımı da yapar .,neutral
Yılanlardan.,fear
İyi geçen sınavdan kötü not alırsam.,sadness
Yüksek not alınca.,happiness
iş arkadaşımın işleri bir türlü zamanında tamamlamamasına çok kızdım.,anger
Acı çeken insanlar görmek.,sadness
Terk edilince üzülüyorum.,sadness
Gece 1'de eve yürüyerek dönmek zorunda kalmıştım.,fear
Kişisel çıkarlar nedeniyle oluşan duyarsızlıklar.,anger
İnsanların cahilliği beni üzüyor.,sadness
herhangi bir dersten DD altı bir notla kalırsam üzülüyorum,sadness
Annemin sevdiğim yemeği yapması.,happiness
Biten ya da gelişme kaydeden proje.,happiness
"""PBYS'yi"" (bursluluk sınavı) kazandığım zaman.",happiness
"""60. yıl Anadolu Lisesi'ni"" kazandığımda mutlu oldum.",happiness
İki yüzlü olan insanlara.,anger
7. sınıfta Türkçe sınavını tamamlayamayınca üzülmüştüm.,sadness
Çalıştığım halde Edebiyat sınav sorularında zorlanıyor olmak üzüyor.,sadness
Bu şekilde çok saf silisyum elde edilir .,neutral
fare gördüğüm anda kaşınmaya başlıyorum. Adını duymak bile iğrenç bence.,disgust
11 aydır bir kızı platonik olarak seviyorum.,happiness
Önemli bulduğum şeyleri kaybettiğimde üzülürüm.,sadness
"Öğretmenim, öğrencisi kötü bir şey yaptığında çok öfkelendi.",anger
"Doğum günleri , yılbaşı ve tatiller yani okul olmadığı zamanlar.",happiness
Sevdiklerimle geçirdiğim güzel zamanlar.,happiness
sünnet olurken korku yaşadım.,fear
Geleceğim deyip gelmeyen arkadaşlarıma.,anger
Bir kuruluşta psikoterapi yapmaya da devam etmektedir .,neutral
Eşimin hediyesi olan Fotoğraf makinem çalındığında çok öfkelendim.,anger
Matematik sınavından düşük aldığım zaman.,sadness
oyun oynarken internetin kesildiğini görünce kızarıp istemsizce bağırmaya başladım,anger
"""harry Potter'a"" çocuk filmi diyenlere fazlasıyla öfkeleniyorum",anger
3 temmuz davasında beraat çıkması.,happiness
"Koray Avcı, Sıla, Sezen Aksu şarkıları dinlediğimde üzülürüm.",sadness
"""Fenerbahçe'nin"" şampiyonluğu kaçırması.",sadness
Yanlış anlaşılmak.,fear
Haksızlık yapıldığında öfkelenirim.,anger
Sınavlardan 100 alınca mutlu olurum.,happiness
Suçlandığım zaman.,anger
Birisinin kusması.,disgust
Üzüntüler çabuk geçer henüz geçmeyen yegane şey geçen hafta reddedilmiş olduğumdur.,sadness
Halam ve dedem öldüğü zaman üzülmüştüm.,sadness
hayatımda yaşadığım en büyük korkum hastanede sevdiğim bir insanı kaybetmektir.,fear
babamın birinci sınıftayken söz verdiği çok istediğim oyuncak ayıyı aldığında çok mutlu oldum.,happiness
İnsanların salak salak konuşup en iyi olduğunu sanması.,anger
arkadaşım yola tükürdü. Çok öfkelendim.,anger
Sevgilimin yaptığımız planı ertelemesi beni çok öfkelendirdi.,anger
Kişiliksiz ve karaktersiz insanlardan.,disgust
Nullam sit amet turpis elementum ligula vehicula consequat.,neutral
Batakta el açınca.,happiness
Annemin hasta olması ve en yakın arkadaşımın başka bir şehirde yaşaması.,sadness
İstemediğim bir şeyin yapılması.,anger
yüksek not aldığımda mutlu olurum.,happiness
Yazılıdan düşük not alınca üzülürüm.,sadness
A takımdaki takım arkadaşlarına nispeten daha başarılı bir sezon geçirdi .,neutral
Bir şeyin tekrar tekrar söyletilmesi.,anger
yere tüküren insanlardan tiksiniyorum.,disgust
"Orada Uluslararası Kızıl Haç Komitesi tarafından takma adı ""Helmut Gregor"" isminde bir pasaport aldı .",neutral
babamın ameliyat olması beni çok korkutmuştu,fear
Köpek katliamı fotoğraflarını gördüğüm zaman.,anger
"""TEOG"" sınavına girerken korkmuştum.",fear
Ortamın kötü kokması.,disgust
Uzaya çıkarlarken gösterilen manzarayı görmek mutlu ediyor.,happiness
Engellilere cansız hayvan gibi davranılması.,anger
Asansörde kaldığımda.,fear
yaptığım her yolculukta kaza yapar mıyız korkusu içimi sarar,fear
Fizik sınavı.,fear
Sınav sırasında burnum kanamıştı ve sınavı yarım bırakmak zorunda kalmıştım.,sadness
Profesör unvanıyla emekli olana kadar bu üniversitede çalıştı .,neutral
Konuşurken sözümün kesilmesi.,anger
Hayvanım öldüğü zaman.,sadness
liseden mezun olunca çok mutlu oldum.,happiness
Sevimsiz şakalar.,anger
Kuzenimin davranışlarına öfkeleniyorum.,anger
Sokak hayvanlarına kötü davranıldığını gördüğümde.,sadness
geçen sene amcam vefat ettiğinde çok üzüldüm,sadness
Atatürk hakkında ileri geri konuşulduğunda.,anger
Yalnız kalmaktan korkuyorum.,fear
Karşıma aniden bir köpek çıkmıştı.,fear
sigara kokusu midemi bulandırır,disgust
yola insanların tükürmesi iğrençtir.,disgust
Her sınav öncesi korkarım.,fear
eşimim telefon açıp neredesin demesinden hiç hoşlanmıyorum.,anger
iki yıl üniversite okuduktan sonra bir sene dershaneye gittikten sonra dokuz eylül üniversitesi'ni kazanınca çok mutlu oldum,happiness
Bir akrabam hayatını kaybettiği zaman.,sadness
Ölü insanı görmekten tiksinirim.,disgust
"Annemle tartışırken , uzun süre susmadan konuşmasına öfkeleniyorum.",anger
Burada Alucard onun kurtuluşu için bir kez daha ona vampir olmayı teklif eder .,neutral
Çok uzun zaman otobüs beklemek.,anger
Sevdiklerime kötü bir şey olması.,fear
Kusmuk.,disgust
Her şeyin yolunda gitmesi ve arkadaşlarımın yanımda olması.,happiness
Haksızlıklara öfkelenirim.,anger
Korku filmleri.,fear
Yemek yemek.,happiness
Daha sonra aynı üniversitede Siyaset Bilimi alanında yüksek lisans ve doktora derecelerini aldı .,neutral
Yoga yapmak.,happiness
Matematik sınavı.,fear
Kardeşimin yapma dediğim şeyi yapmasına öfkeleniyorum.,anger
yanımda sigara içildiği zaman tiksiniyorum,disgust
Biri dalga geçince.,anger
Bu metinden yola çıkarak sadece erkek çocukları için değil kız çocukları içinde kullanıldığı saptanmıştır .,neutral
Yalnız kalmaktan korkarım.,fear
Abasıyanık artık konuşma dilinin canlılığını kullanmaya başlayarak klasik cümle yapısından devrik cümle yapısına geçti .,neutral
Arkadaşlarım  ya da ailemle vakit geçirdiğim zamanlar.,happiness
Aradan uzun zamanın geçmesiyle bu koleksiyonun parçaları birer antika özelliği kazanır .,neutral
En yakın arkadaşımla gereksiz yere kavga edip küstüğümüz zaman.,sadness
İki yüzlü insanlar.,anger
Karanlıktan korkarım.,fear
Kardeşimin okul voleybol takımına girmesine.,happiness
Sınavlardan yüksek not alınca.,happiness
İzlediğim sinema filminden çok korktum.,fear
Dedemin vefatı.,sadness
İyi beklediğim sınavdan kötü not almak.,sadness
İyi çalıştığım halde kötü not aldığım zaman.,sadness
Evimden ayrılırken üzülüyorum.,sadness
Akademisyenliğe adım attığım ilk gün havalarda uçuyordum.,happiness
Öğretmenlerin kolay soru soracağım deyip zor sorular sormasına sinirleniyorum.,anger
Ailem bana gitar aldığı zaman mutlu oldum.,happiness
Bu başa çıkılması en güç durumlardan biridir .,neutral
Telefonum merdivenlerde yere düştüğünde camı kırıldı ve çok üzüldüm.,sadness
İlk kan aldırdığımda çok korkmuştum.,fear
Masum insanların ölmesi.,sadness
Bundan sonra sayısız Flaman ve Hollandalı yapımda yer aldı .,neutral
Hayatımın büyük bir hiçlik halinde geçip gideceğini düşündüğüm zaman.,sadness
Büyük annem vefat ettiği zaman üzüldüm.,sadness
Esin hocam geçen sene beni 48.50 ile astronomi dersinden sınıfta bıraktı,anger
sanatçı olamama veya herhangi bir topluluğa şarkı söyleyemeyeceğim hissi beni çok üzer.,sadness
Yolda ölmüş bir hayvan gördüğüm zaman.,disgust
doktordan genel olarak korkarım,fear
Genellikle oval değil ama yuvarlak bir topla oynanır .,neutral
Çöp kovasının yanından geçerken tiksinirim.,disgust
Sıcaklığın çok düşük olması doğal olarak yaşam koşullarını etkilemektedir .,neutral
arabanın bagajına girdiğimde kapalı alandan korkum,fear
Birisinin önümde kusması.,disgust
Ağabeyimle tartıştığımız da öfkelenirim.,anger
sokağa çöp atanları iğrenç buluyorum.,disgust
Anne ve babasının isimleri Hunt’ın kurduğu şirketin ismine esin kaynağı olmuştur .,neutral
Haksız yere iftiraya uğradığım zaman.,anger
Umumi tuvaletlerde sifonu çekilmemiş gördüğüm zaman tiksiniyorum.,disgust
Bu sebeple Türk ordusunun sağ kanadına saldırmaya karar verdiler .,neutral
Genel toplantıya sadece bir tek liste sunuldu .,neutral
Fizik testisini çözemediğimde.,sadness
Dersin boş geçmemesi.,sadness
Elektromanyetik alanların varlığı görünebilir yörüngeleri olan yüklü parçacıkların hareketinden anlaşılmaktadır .,neutral
Matematik sınavından düşük aldığım zaman.,sadness
Eski sevgilimin çirkinleştiğini gördüğümde tiksindim.,disgust
Kongrenin ardından Siyasi işlerinden sorumlu Genel Başkan yardımcılığına getirilmiştir .,neutral
"""Boku No Pico"" izledim tiksindim.",disgust
Dizinin başarısı şarkının tutmasına ve grubun albüm satışlarının artmasını sağladı .,neutral
Bütün bu tedavinin bu metot konusunda eğitim almış ve tecrübeli ortopedi doktorları tarafından uygulanmalıdır .,neutral
Sistemli olmayan uygulamalarda ekran görüntülerini programlı olarak almanın doğrudan bir yolu yoktur .,neutral
sınavlardan düşük aldığımda hayal kırıklığına uğruyorum,sadness
Minibüs ve taksicilerin araba kullanma şekilleri sinir ediyor.,anger
Kötü bir şey olmadığı müddetçe mutluyum.,happiness
Birisine özlem duyduğum zaman.,sadness
Arkadaşımın 1 hafta boyunca aynı kıyafeti giymesi ve hiç yıkanmaması beni benden aldı.,disgust
Yorgun bir halde metroya bindiğimde yaşlı teyzelerin başımda dikilip kalk dercesine bakış attıklarında onlara kafa atasım geliyor.,anger
Kız arkadaşlarımın arkadaşlarından tiksinirim.,disgust
Sadrazamın bunu kabul etmesi üzerine görüşmeler başladı .,neutral
Babaannemin ölümü.,sadness
akrabamın ölümüne çok üzüldüm.,sadness
Bu da bakterinin aslında küre şekilli olduğunu göstermektedir .,neutral
Korku filmi izledikten sonra korkarım.,fear
Çok iyi bildiğim bir şey hakkında karşı çıkıldığı zaman öfkelenirim.,anger
Uçağa ilk binişimde çok korkmuştum. Daha sonra alıştım. Ama en son yaşadığım türbülans yaşadıktan sonra artık korkumdan uçağa binemiyorum,fear
Bu nedenle futbolu bıraktı ve bir müddet basketbol oynadı .,neutral
Arkadaşımın sümüğünü yemesi.,disgust
Fare,disgust
Bazı mistik olaylardan korkuyorum.,fear
Sınavdan kötü not aldığımda.,sadness
Benim için çok değerli olan birinin trafik kazası geçirdiğini duyunca üzüldüm.,sadness
özel eşyalarımın kullanılması beni sinirlendirir,anger
İğrenç konuşmalardan.,disgust
Aniden karşıma birisinin çıkması.,fear
Çocuğumun ders çalışmamasına çok üzülüyorum.,sadness
Sınavlardan düşük alınca.,sadness
Kan gördüğüm zaman.,fear
Kardeşimle kavga ederken.,anger
Yemeğimden bir şey çıkması.,disgust
Annem ya da babamın dediğimi duymadığı an.,anger
oğlumun üniversiteye gitmesini görmek daha ne olsun en büyük mutluluk.,happiness
Çıplak bir ayak gördüğümde iğrenirim.,disgust
Fenerbahçe'nin şampiyon olması beni mutlu eder.,happiness
Tatile girecek olmak düşüncesi ve yazın geldiğinde motor kullanabileceğimi düşündüğümde mutlu oluyorum.,happiness
Nerede nasıl davranacağını bilmeyen yılışık kızlardan ciddi anlamda tiksiniyorum.,disgust
Mal insanların hayatımda olması.,anger
Yetiştirme yurdundaki çocukları gördüğümde.,sadness
ingiltere'de bir Arnavutun opera bileti alırken bizi kazıklamasından çok tiksindim.,disgust
üniversiteyi kazandığımda sevinç çığlığı atmıştım,happiness
Sınavdan düşük almak en büyük fobim.,fear
Aynı yılın eylül ayında yine aynı markanın bir reklam filminde daha yer aldı .,neutral
Havacılıkta Türkiye birincisi olduğumuzda havalara uçtum.,happiness
Annemin başına bir şey geleceği korkusu.,fear
Oda arkadaşımın banyo havlusunu ıslakken yatağıma bırakması.,disgust
Futbol takımım bir alt döneme yenilmişti.,sadness
Arkadaşlarımla bir kaç günlüğüne kampa gitmiştik.,happiness
kendi ailemin iyiliğini unutup onlarla vakit geçirmeyip ders çalışmaktan bıktım.,sadness
okula gelmek için memleketten bilet kestirdiğim otobüs firmasının pencere kenarı istediğim halde bana koridor tarafını ayarlamaları beni çok öfkelendirmişti.,anger
Filmin ne zaman çıkacağı hakkında tartışmalar yapıldı .,neutral
Biri yalan söylediğinde öfkelenirim.,anger
"""Galatasaray'ın"" ""uefa'da"" maç kaybetmesi.",sadness
"""Edebiyat"" ortalamam 50 altına düştüğü zaman.",sadness
Sözümün dinlenmemesi.,anger
Frontal erozyon en fazla ön kolun altına dikiş yerlerinden sonra aktiftir .,neutral
bütün çocukların mutlu bakması,happiness
Köyün adının savaş zamanı köyü terk eden eski Rumlardan geldiği söylenmektedir .,neutral
Yalnız kalmak ve istemediğim bir hayat yaşamak.,sadness
Basit goller yediğim zaman.,sadness
Çağdaş kuantum alan teorisinden büyük ölçüde sorumlu; Kuantum alanları için hareket denklemleri oluşturmuştur .,neutral
Yaz tatilinin uzaması.,happiness
yaşlıların elini öpmekten iğreniyorum,disgust
Otobüs çarpmış bir kedinin hali.,sadness
Konuşmadığımda o konuda bilgim olmadığını söyledikleri zaman.,anger
Hak ettiğim bir şeyin karşılığını alamadığımda.,anger
